PremiereDate;Title;Studio;KidsMovie;Rating;Genre;Copies;VisitorsOnPremiereWeekend;VisitorsOverall;ExpertsForacast
03.01.13;Jack Reacher;Paramount Pictures;no;16;ActionAdventure;489;232953;530581;207500
03.01.13;Silver Linings;Senator;no;12;Comedy;176;83801;316170;83500
03.01.13;The Sessions - Wenn Worte berühren;20th Century Fox;no;12;DramaArthouse;58;11978;40323;6495
10.01.13;Der Geschmack von Rost und Knochen;Wild Bunch;no;12;DramaArthouse;64;26161;167365;11025
10.01.13;Hannah Arendt;NFP;no;6;DramaArthouse;74;53769;426100;13765
10.01.13;Ritter Rost - Eisenhart und voll verbeult;Universum Film;yes;0;Family;465;98339;597848;104087
10.01.13;Schlussmacher;20th Century Fox;no;6;Comedy;450;457374;2481019;377500
17.01.13;Django Unchained;Sony Pictures Releasing;no;16;ActionAdventure;550;749735;4449354;
17.01.13;House at the End of the Street;Universum Film;no;16;Thriller;177;53520;145919;
17.01.13;Mavericks;Senator;no;6;ActionAdventure;83;3316;14892;
24.01.13;Flight;Studiocanal;no;12;DramaArthouse;342;144976;603978;159500
24.01.13;Frankenweenie;Walt Disney;yes;12;Animation;165;10901;38888;43250
24.01.13;Gangster Squad;Warner Bros.;no;16;Thriller;253;72630;254111;59250
24.01.13;Lincoln;20th Century Fox;no;12;DramaArthouse;160;66193;564823;68149
24.01.13;Movie 43;Constantin Film;no;16;Comedy;203;56529;171059;58250
24.01.13;Quartett;DCM;no;0;DramaArthouse;125;40910;343503;29750
31.01.13;Fünf Freunde 2;Constantin Film;yes;0;Family;446;208465;1090607;131287
31.01.13;Last Stand;Splendid;no;16;ActionAdventure;457;69039;132627;113250
31.01.13;The Impossible;Concorde;no;12;DramaArthouse;74;10252;37143;17012
31.01.13;Zero Dark Thirty;Universal Pictures;no;16;Thriller;296;63454;187671;72875
07.02.13;Cirque du Soleil: Traumwelten;Paramount Pictures;no;6;Fantasy;110;10932;47070;11712
07.02.13;Kokowääh 2;Warner Bros.;no;6;Comedy;690;514707;2729268;596250
07.02.13;Parker;Constantin Film;no;16;ActionAdventure;239;104599;310246;62212
14.02.13;Celeste + Jesse;DCM;no;0;Comedy;56;7540;22734;10060
14.02.13;Findet Nemo 3D;Walt Disney;yes;0;Animation;309;50739;157074;75750
14.02.13;Quellen des Lebens;Warner Bros.;no;12;DramaArthouse;84;22972;90461;14300
14.02.13;Stirb langsam - Ein guter Tag zum Sterben;20th Century Fox;no;16;ActionAdventure;660;527325;1547104;568333
21.02.13;Der Hypnotiseur;Prokino;no;16;Thriller;103;14244;43099;16077
21.02.13;Ghost Movie;Falcom;yes;16;TeenagerMovie;346;53948;112787;58825
21.02.13;Les Misérables;Universal Pictures;no;12;DramaArthouse;377;119770;564080;330964
21.02.13;The Master;Senator;no;12;DramaArthouse;64;13527;47429;18075
21.02.13;Warm Bodies;Concorde;yes;12;TeenagerMovie;304;80167;228416;132562
28.02.13;3096 Tage;Constantin Film;no;16;DramaArthouse;325;145476;541773;74600
28.02.13;Die Bestimmer - Kinder haften für ihre Eltern;20th Century Fox;yes;0;Family;394;74338;246561;64416
28.02.13;Get the Gringo;Concorde;no;18;ActionAdventure;17;1860;19453;6880
28.02.13;Gold - Du kannst mehr als Du denkst;Warner Bros.;no;0;DramaArthouse;53;5776;33455;9040
28.02.13;Hänsel und Gretel: Hexenjäger;Paramount Pictures;no;16;ActionAdventure;408;360916;1344688;266700
28.02.13;Hyde Park am Hudson;Tobis;no;0;DramaArthouse;65;13030;35371;9312
28.02.13;The Crime;Universum Film;no;16;ActionAdventure;98;4670;25691;12304
07.03.13;Die fantastische Welt von Oz;Walt Disney;yes;6;Family;548;273230;1134741;293350
07.03.13;Liebe und andere Turbulenzen;Warner Bros.;no;0;Comedy;102;7116;13193;15375
07.03.13;Nachtzug nach Lissabon;Concorde;no;12;DramaArthouse;179;86262;716815;58875
07.03.13;Safe Haven - Wie ein Licht in der Nacht;Senator;no;12;DramaArthouse;289;89670;450502;108307
07.03.13;Shootout - Keine Gnade;Constantin Film;no;16;ActionAdventure;227;45500;95253;40450
14.03.13;Der Mondmann;Neue Visionen;yes;0;Family;176;8349;46468;16916
14.03.13;Hai-Alarm am Müggelsee;Warner Bros.;no;12;Comedy;67;15122;94730;17973
14.03.13;Hitchcock;20th Century Fox;no;12;DramaArthouse;104;31625;159495;46042
14.03.13;Immer Ärger mit 40;Universal Pictures;no;12;Comedy;338;86539;295598;94833
14.03.13;Jack and the Giants;Warner Bros.;yes;12;Family;405;68751;178608;104400
14.03.13;Rubinrot;Concorde;yes;12;TeenagerMovie;450;113260;482263;254533
14.03.13;Song for Marion;Ascot Elite;no;0;DramaArthouse;77;11525;33014;13680
21.03.13;Der Nächste, bitte!;Universum Film;no;6;DramaArthouse;245;54823;205538;49200
21.03.13;Die Croods;20th Century Fox;yes;0;Animation;728;356978;2321170;310350
21.03.13;Ein Mordsteam;Senator;no;12;DramaArthouse;208;65448;274890;74525
21.03.13;Kon-Tiki;DCM;no;12;DramaArthouse;96;17098;103664;16750
21.03.13;Ostwind;Constantin Film;yes;0;Family;393;87103;820121;104675
21.03.13;Spring Breakers;Wild Bunch;no;16;ActionAdventure;128;38513;164855;36900
21.03.13;The Best Offer - Das höchste Gebot;Warner Bros.;no;6;DramaArthouse;53;6538;26009;3700
28.03.13;G.I. Joe 3D: Die Abrechnung;Paramount Pictures;no;16;ActionAdventure;461;313930;800999;260650
28.03.13;Heute bin ich blond;Universum Film;no;6;DramaArthouse;134;24636;119827;33075
28.03.13;Mitternachtskinder;Concorde;no;12;DramaArthouse;40;8309;33217;10150
28.03.13;Voll abgezockt;Universal Pictures;no;12;Comedy;415;175152;579333;141500
04.04.13;Beautiful Creatures - Eine unsterbliche Liebe;Concorde;yes;12;TeenagerMovie;312;38973;83519;76000
04.04.13;Dead Man Down;Wild Bunch;no;16;Thriller;139;24993;70610;19662
04.04.13;Der unglaubliche Burt Wonderstone;Warner Bros.;no;12;Comedy;155;21180;32254;26170
11.04.13;Das Wochenende;Universum Film;no;12;DramaArthouse;80;16686;60369;16744
11.04.13;Ginger & Rosa;Concorde;no;12;DramaArthouse;55;4796;13920;8869
11.04.13;Kiss the Coach;Splendid;no;0;Comedy;152;15581;41445;29166
11.04.13;Mademoiselle Populaire;Studiocanal;no;0;DramaArthouse;70;12227;53088;13608
11.04.13;Oblivion;Universal Pictures;no;12;ActionAdventure;600;242350;843425;282500
11.04.13;Thor - Ein hammermäßiges Abenteuer;Koch Media;yes;6;Family;368;9639;46337;33392
18.04.13;Broken City;Universum Film;no;12;Thriller;175;29744;92173;35074
18.04.13;Das hält kein Jahr...!;Studiocanal;no;12;Comedy;317;104944;542304;102296
18.04.13;Das Leben ist nichts für Feiglinge;Warner Bros.;no;12;DramaArthouse;90;25881;273975;23016
18.04.13;Mama;Universal Pictures;no;16;Horror;328;140026;571518;92370
18.04.13;Unterwegs mit Mum;Paramount Pictures;no;0;Comedy;101;9231;30478;17460
25.04.13;Scary Movie 5;Constantin Film;yes;12;TeenagerMovie;438;251867;790931;245800
25.04.13;Side Effects;Senator;no;12;Thriller;139;48772;237877;44664
01.05.13;Iron Man 3;Concorde;no;12;ActionAdventure;618;516185;1907885;
02.05.13;Charlies Welt - Wirklich nichts ist wirklich;Koch Media;no;0;Comedy;66;1162;11760;6900
02.05.13;Ohne Gnade!;Senator;no;16;Comedy;65;1913;5139;5445
02.05.13;Passion;Ascot Elite;no;16;Thriller;39;2604;17730;6537
02.05.13;Saiten des Lebens;Senator;no;6;DramaArthouse;65;8219;49371;14235
09.05.13;Hanni & Nanni 3;Universal Pictures;yes;0;Family;460;201173;855765;153040
09.05.13;No Place on Earth - Kein Platz zum Leben;Senator;no;12;DramaArthouse;10;233;780;1900
09.05.13;Schimpansen;Walt Disney;yes;0;Family;108;21359;63936;19050
09.05.13;Star Trek Into Darkness;Paramount Pictures;no;12;ActionAdventure;627;446915;1514029;431798
09.05.13;Stoker - Die Unschuld endet;20th Century Fox;no;16;Thriller;50;10783;53055;10769
16.05.13;Der große Gatsby (3D);Warner Bros.;no;12;DramaArthouse;562;262930;1307893;300520
16.05.13;Epic - Verborgenes Königreich;20th Century Fox;yes;6;Family;671;164475;1099879;307500
16.05.13;Evil Dead;Sony Pictures Releasing;no;18;Horror;254;235798;647851;120040
23.05.13;5 Jahre Leben;Zorro;no;12;DramaArthouse;31;2481;7288;5093
23.05.13;Das Märchen von der Prinzessin, die unbedingt in einem Märchen vorkommen wollte;Summiteer Films;yes;0;Family;74;5952;19637;6733
23.05.13;Der Dieb der Worte;Wild Bunch;no;6;DramaArthouse;50;5090;22868;5273
23.05.13;Fast & Furious 6;Universal Pictures;no;12;ActionAdventure;636;802164;2862062;663333
23.05.13;Jeder hat einen Plan;20th Century Fox;no;16;DramaArthouse;50;1725;1725;4413
23.05.13;Mutter & Sohn;X Verleih;no;12;DramaArthouse;54;8829;33409;15370
30.05.13;Hangover 3;Warner Bros.;no;12;Comedy;668;1272619;3093212;861958
30.05.13;The Big Wedding;Concorde;no;12;Comedy;304;46887;115365;79950
30.05.13;To the Wonder;Studiocanal;no;0;DramaArthouse;36;6375;14515;6300
06.06.13;After Earth;Sony Pictures Releasing;no;12;ActionAdventure;572;176769;551408;246450
06.06.13;Before Midnight;Prokino;no;6;DramaArthouse;83;13719;100939;35200
06.06.13;Das wundersame Leben von Timothy Green;Walt Disney;no;6;DramaArthouse;53;1669;3202;6349
06.06.13;Der letzte Exorzismus - The Next Chapter;Studiocanal;no;16;Horror;2;57;57;4117
06.06.13;Snitch - Ein riskanter Deal;Tobis;no;12;ActionAdventure;178;24354;70662;51450
13.06.13;Olympus Has Fallen - Die Welt in Gefahr;Universum Film;no;16;ActionAdventure;223;45237;139304;67400
13.06.13;Seelen;Concorde;yes;12;TeenagerMovie;347;65927;96176;184333
13.06.13;The Place Beyond the Pines;Studiocanal;no;12;DramaArthouse;252;52256;254988;89276
13.06.13;The Purge - Die Säuberung;Universal Pictures;no;16;Horror;264;80454;296674;90333
20.06.13;Die Monster Uni;Walt Disney;yes;0;Animation;610;337363;1377325;377759
20.06.13;Gambit - Der Masterplan;Concorde;no;0;Comedy;187;15937;66187;32250
20.06.13;Man of Steel (3D);Warner Bros.;no;12;ActionAdventure;563;257043;754612;271018
20.06.13;Promised Land;Universal Pictures;no;6;DramaArthouse;62;6433;36113;7129
20.06.13;The Sapphires;Senator;no;6;DramaArthouse;50;1764;13685;4285
27.06.13;Jets - Helden der Lüfte;Splendid;yes;0;Family;305;12536;22120;10616
27.06.13;The Grandmaster;Wild Bunch;no;12;ActionAdventure;106;14350;35525;8950
27.06.13;World War Z;Paramount Pictures;no;16;ActionAdventure;568;504815;1376392;417666
04.07.13;Fliegende Liebende;Tobis;no;16;DramaArthouse;79;12492;54417;21232
04.07.13;Ich - Einfach Unverbesserlich 2 (3D);Universal Pictures;yes;0;Animation;697;521051;3670564;749687
04.07.13;Taffe Mädels;20th Century Fox;no;12;Comedy;479;117183;549044;181750
11.07.13;Das Glück der großen Dinge;Neue Visionen;no;12;DramaArthouse;46;4566;19057;5115
11.07.13;Die Unfassbaren - Now You See Me;Concorde;no;12;Thriller;402;112332;500786;123695
11.07.13;Systemfehler - Wenn Inge tanzt;Splendid;yes;6;TeenagerMovie;349;22530;93231;67645
11.07.13;The Call - Leg nicht auf!;Universum Film;no;16;Thriller;216;31902;97489;44550
11.07.13;We Steal Secrets: The Story of WikiLeaks;Universal Pictures;no;12;DramaArthouse;38;2024;5331;5090
18.07.13;Kindsköpfe 2;Sony Pictures Releasing;no;6;Comedy;586;233396;1415008;391750
18.07.13;Only God Forgives;Tiberius Film;no;16;ActionAdventure;121;16318;59257;31900
18.07.13;Pacific Rim;Warner Bros.;no;12;ActionAdventure;498;141900;501342;225000
18.07.13;Paulette;Neue Visionen;no;12;DramaArthouse;97;25692;592358;18066
18.07.13;The East;20th Century Fox;no;12;Thriller;50;2363;15121;3526
25.07.13;21 and Over;Falcom;yes;12;TeenagerMovie;80;11791;54440;9152
25.07.13;Drei Stunden;NFP;no;0;DramaArthouse;64;3075;15360;4237
25.07.13;La Grande Bellezza;DCM;no;12;DramaArthouse;58;11263;106163;7195
25.07.13;The Company You Keep - Die Akte Grant;Concorde;no;6;Thriller;174;22291;122188;19250
25.07.13;WOLVERINE: Weg des Kriegers;20th Century Fox;no;12;ActionAdventure;599;223448;890306;254625
01.08.13;Conjuring - Die Heimsuchung;Warner Bros.;no;16;Horror;228;84362;450134;78050
01.08.13;Dampfnudelblues;Constantin Film;no;12;DramaArthouse;97;35403;509960;28825
01.08.13;Die Möbius Affäre;Prokino;no;12;DramaArthouse;48;4312;24184;4425
01.08.13;Die Schlümpfe 2;Sony Pictures Releasing;yes;0;Animation;678;317058;2510187;321500
08.08.13;42;Warner Bros.;no;0;DramaArthouse;54;1383;5987;
08.08.13;Das ist das Ende;Sony Pictures Releasing;no;16;Comedy;295;97485;299812;
08.08.13;Lone Ranger;Walt Disney;no;12;ActionAdventure;657;316123;1000767;
08.08.13;Trance - Gefährliche Erinnerung;20th Century Fox;no;16;Thriller;158;16718;50939;
15.08.13;Elysium;Sony Pictures Releasing;no;16;ActionAdventure;531;266733;988801;231480
15.08.13;Grossstadtklein;Warner Bros.;yes;6;TeenagerMovie;115;10036;22930;19260
15.08.13;KICK-ASS 2;Universal Pictures;no;18;ActionAdventure;306;42710;110155;77040
15.08.13;Percy Jackson: Im Bann des Zyklopen;20th Century Fox;yes;12;Fantasy;576;161553;557124;189464
15.08.13;The Bling Ring;Tobis;no;12;DramaArthouse;52;21996;137054;27700
22.08.13;Feuchtgebiete;Majestic (Fox);no;16;Comedy;268;197488;937647;114325
22.08.13;Mr. Morgan's Last Love;Senator;no;0;DramaArthouse;66;22576;178450;23290
22.08.13;Pain & Gain;Paramount Pictures;no;16;ActionAdventure;430;209645;600614;179875
22.08.13;Upside Down (3D);Concorde;no;6;DramaArthouse;70;4773;14198;9613
29.08.13;Chroniken der Unterwelt - City of Bones;Constantin Film;yes;12;TeenagerMovie;496;154901;529906;199333
29.08.13;Hasta la vista, Sister!;Warner Bros.;no;6;DramaArthouse;57;3962;14117;5173
29.08.13;Planes;Walt Disney;yes;0;Animation;558;194346;815602;184666
29.08.13;Portugal mon amour;Prokino;no;0;DramaArthouse;62;17108;92061;9836
29.08.13;R.I.P.D. (3D);Universal Pictures;no;12;Comedy;307;72530;190637;80833
29.08.13;Wir sind die Millers;Warner Bros.;no;12;Comedy;427;220433;1269524;192999
05.09.13;Geld her oder Autsch'n!;Universum Film;no;12;Comedy;139;11901;25044;40940
05.09.13;Jurassic Park 3D;Universal Pictures;no;6;ActionAdventure;50;4944;15451;10275
05.09.13;König von Deutschland;Zorro;no;0;Comedy;92;6754;32067;15010
05.09.13;Vijay und ich - Meine Frau geht fremd mit mir;Senator;no;6;Comedy;55;1898;10348;6269
05.09.13;Voll und Ganz und Mittendrin;Senator;no;6;DramaArthouse;30;511;1784;4393
05.09.13;White House Down;Sony Pictures Releasing;no;12;ActionAdventure;590;258790;1196305;282965
12.09.13;Da geht noch was;Constantin Film;no;6;Comedy;286;101532;485521;94000
12.09.13;Michael Kohlhaas;polyband;no;12;DramaArthouse;69;12688;42025;19866
12.09.13;One Direction: This Is Us (3D);Sony Pictures Releasing;yes;0;TeenagerMovie;230;23092;64259;25166
12.09.13;R.E.D. 2;Concorde;no;16;ActionAdventure;532;127472;436505;243666
12.09.13;The World's End;Universal Pictures;no;12;Comedy;240;41698;126031;83933
12.09.13;Ummah - Unter Freunden;Senator;no;12;DramaArthouse;45;5454;17560;5853
19.09.13;Die schönen Tage;Wild Bunch;no;0;DramaArthouse;47;13198;67999;5558
19.09.13;Paranoia - Riskantes Spiel;Studiocanal;no;12;Thriller;151;24861;47858;20040
19.09.13;Riddick;Universum Film;no;16;ActionAdventure;387;108795;321273;179666
19.09.13;Zum Geburtstag;Warner Bros.;no;12;DramaArthouse;46;4386;13482;4052
19.09.13;Zwei Leben;Farbfilm;no;12;DramaArthouse;55;19369;114647;19366
26.09.13;2 Guns;Sony Pictures Releasing;no;16;ActionAdventure;528;137107;562973;176000
26.09.13;Albert Nobbs;Pandastorm;no;12;DramaArthouse;9;803;2400;2622
26.09.13;Der Geschmack von Apfelkernen;Concorde;no;12;DramaArthouse;178;25307;142535;38832
26.09.13;Keinohrhase und Zweiohrküken;Warner Bros.;yes;0;Family;576;44515;303775;154504
26.09.13;Prakti.com;20th Century Fox;no;6;Comedy;353;63683;202641;84400
26.09.13;V8 - Du willst der Beste sein;Universal Pictures;yes;0;Family;492;33420;197909;90664
03.10.13;Der Schaum der Tage;Studiocanal;no;12;DramaArthouse;71;15808;58408;7025
03.10.13;Die andere Heimat - Chronik einer Sehnsucht;Concorde;no;6;DramaArthouse;59;16272;118901;5217
03.10.13;Gravity;Warner Bros.;no;12;ActionAdventure;569;264825;1339775;273250
03.10.13;Liberace;DCM;no;12;DramaArthouse;119;48154;204974;30075
03.10.13;Metallica - Through the Never;Ascot Elite;no;16;DramaArthouse;103;15225;47699;19362
03.10.13;Rush - Alles für den Sieg;Universum Film;no;12;ActionAdventure;432;142090;536646;124400
03.10.13;Turbo - Kleine Schnecke, großer Traum;20th Century Fox;yes;0;Animation;681;265367;1162976;298112
10.10.13;00 Schneider - Im Wendekreis der Eidechse;Senator;no;6;Comedy;173;33202;109390;47965
10.10.13;African Safari 3D;Studiocanal;no;0;DramaArthouse;171;20906;103662;16340
10.10.13;Der Butler;Prokino;no;12;DramaArthouse;147;52323;295746;41385
10.10.13;Prisoners;Tobis;no;16;Thriller;254;113199;439364;92525
10.10.13;Sein letztes Rennen;Universum Film;no;6;DramaArthouse;209;63958;365380;93378
10.10.13;Spieltrieb;Concorde;yes;12;TeenagerMovie;170;12435;24440;14950
17.10.13;Alles eine Frage der Zeit;Universal Pictures;no;0;Comedy;335;52281;195680;62867
17.10.13;Drecksau;Ascot Elite;no;16;DramaArthouse;115;13574;60116;19150
17.10.13;Frau Ella;Warner Bros.;no;0;Comedy;583;218659;1202197;283208
17.10.13;Insidious: Chapter 2;Sony Pictures Releasing;no;16;Horror;263;104106;342670;116383
17.10.13;Runner Runner;20th Century Fox;no;12;Thriller;347;90822;256751;90217
24.10.13;Der fast perfekte Mann;Warner Bros.;no;6;Comedy;52;1309;12215;4856
24.10.13;Ender's Game;Constantin Film;no;12;ActionAdventure;409;73116;165212;102660
24.10.13;Exit Marrakech;Studiocanal;no;6;DramaArthouse;176;58759;341275;31780
24.10.13;Jackass: Bad Grandpa;Paramount Pictures;no;12;Comedy;285;267025;890616;157460
24.10.13;Wolkig mit Aussicht auf Fleischbällchen 2;Sony Pictures Releasing;yes;0;Animation;632;246616;1116015;245100
31.10.13;Der Teufelsgeiger;Universum Film;no;6;DramaArthouse;243;70893;296378;
31.10.13;Inside Wikileaks - Die fünfte Gewalt;Constantin Film;no;12;DramaArthouse;261;44897;84253;
31.10.13;Thor - The Dark Kingdom;Walt Disney;no;12;ActionAdventure;620;567116;1424758;
07.11.13;Blue Jasmine;Warner Bros.;no;6;DramaArthouse;136;89025;483916;46500
07.11.13;Das kleine Gespenst;Universum Film;yes;0;Family;423;138220;908109;143250
07.11.13;Fack Ju Göhte;Constantin Film;yes;12;Comedy;518;871911;7083278;482500
07.11.13;Im weißen Rössl - Wehe du singst!;Senator;no;6;Comedy;98;6292;16542;13180
07.11.13;You're next;Splendid;no;18;Horror;142;25983;82405;22330
14.11.13;Captain Phillips;Sony Pictures Releasing;no;12;DramaArthouse;380;127063;386286;116368
14.11.13;Don Jon;Ascot Elite;no;16;DramaArthouse;182;30409;74645;44132
14.11.13;Eltern;DCM;no;0;DramaArthouse;52;10776;56277;11658
14.11.13;Escape Plan;Concorde;no;16;ActionAdventure;366;82130;233691;74808
14.11.13;Last Vegas;Universal Pictures;no;0;Comedy;352;94116;268019;105460
20.11.13;Aschenbrödel und der gestiefelte Kater;Märchenfilm;yes;0;Family;143;10197;56924;17818
21.11.13;Der Mohnblumenberg;Universum Film;yes;0;Animation;42;1558;3081;3708
21.11.13;Die Tribute von Panem - Catching Fire;Studiocanal;yes;12;TeenagerMovie;651;1079495;3714366;904860
21.11.13;Getaway;Wild Bunch;no;12;ActionAdventure;150;3822;17815;18880
21.11.13;Malavita - The Family;Universum Film;no;16;ActionAdventure;285;42240;111300;57218
21.11.13;Venus im Pelz;Prokino;no;16;DramaArthouse;79;17206;62079;9768
28.11.13;Am Hang;Arsenal (Central);no;12;DramaArthouse;47;4289;20823;5163
28.11.13;Battle of the Year;Sony Pictures Releasing;yes;0;TeenagerMovie;200;22737;58761;36500
28.11.13;Die Eiskönigin - Völlig unverfroren;Walt Disney;yes;0;Animation;629;572115;4669838;377000
28.11.13;Tage am Strand;Concorde;no;12;DramaArthouse;83;5025;15073;8600
28.11.13;The Counselor;20th Century Fox;no;16;Thriller;259;80536;297317;70025
05.12.13;Carrie;Sony Pictures Releasing;no;16;Horror;296;82067;320006;98564
05.12.13;Der Lieferheld - Unverhofft kommt oft;Constantin Film;no;0;Comedy;255;29441;61734;29660
05.12.13;Ganz weit hinten;20th Century Fox;no;0;DramaArthouse;54;2013;24872;3448
05.12.13;Inside Llewyn Davis;Studiocanal;no;6;DramaArthouse;74;44278;299759;31904
05.12.13;Oldboy;Universal Pictures;no;16;ActionAdventure;84;8622;35061;13912
12.12.13;Der Hobbit: Smaugs Einöde;Warner Bros.;no;12;Fantasy;874;1259086;6005781;1084000
12.12.13;Die Frau die sich traut;Warner Bros.;no;6;DramaArthouse;51;5525;24926;6148
19.12.13;Belle & Sebastian;Ascot Elite;yes;0;Family;143;10823;84543;12244
19.12.13;Dinosaurier 3D - Im Reich der Giganten;Constantin Film;yes;6;Family;453;48889;287983;82840
19.12.13;Genug gesagt;20th Century Fox;no;6;DramaArthouse;55;9537;66123;6696
19.12.13;Machete Kills;Universum Film;no;16;ActionAdventure;271;53664;193195;62980
25.12.13;Buddy;Warner Bros.;no;6;Comedy;557;261410;738182;
25.12.13;Der Medicus;Universal Pictures;no;12;DramaArthouse;630;714020;3522092;
25.12.13;Only Lovers Left Alive;Pandora;no;12;DramaArthouse;87;35155;173166;
01.01.14;Das erstaunliche Leben des Walter Mitty;20th Century Fox;no;6;DramaArthouse;576;254437;712142;289000
02.01.14;Paranormal Activity - Die Gezeichneten;Paramount Pictures;no;16;Horror;283;241016;514235;147150
02.01.14;StreetDance Kids - Gemeinsam sind wir Stars;Universum Film;yes;0;Family;273;56127;138045;29300
09.01.14;All Is Lost;Universum Film;no;6;DramaArthouse;125;44023;207299;19925
09.01.14;Diana;Concorde;no;0;DramaArthouse;154;16904;50380;41900
09.01.14;Die Pute von Panem;Wild Bunch;no;12;TeenagerMovie;275;63112;154052;123825
09.01.14;Zwei vom alten Schlag;Warner Bros.;no;12;Comedy;345;72426;129366;118800
16.01.14;12 Years A Slave;Tobis;no;12;DramaArthouse;91;68824;692115;50790
16.01.14;Fünf Freunde 3;Constantin Film;yes;0;Family;495;227008;1182596;211720
16.01.14;Nebraska;Paramount Pictures;no;6;DramaArthouse;103;11892;44322;18662
16.01.14;Nicht mein Tag;Sony Pictures Releasing;no;12;Comedy;408;184710;660251;136910
16.01.14;The Wolf of Wall Street;Universal Pictures;no;16;DramaArthouse;502;511652;2371917;365520
23.01.14;Der blinde Fleck;Ascot Elite;no;12;DramaArthouse;44;7196;36726;5533
23.01.14;Erbarmen;Warner Bros.;no;16;DramaArthouse;159;46191;206598;31963
23.01.14;Homefront;Universum Film;no;16;ActionAdventure;238;71083;243066;51800
23.01.14;I, Frankenstein;Splendid;no;12;Fantasy;361;88348;184509;108325
30.01.14;47 Ronin;Universal Pictures;no;12;ActionAdventure;442;133322;351917;172175
30.01.14;Anchorman - Die Legende kehrt zurück;Paramount Pictures;no;6;Comedy;196;29331;73595;38975
30.01.14;Kill Your Darlings;Koch Media;no;16;DramaArthouse;40;3963;17815;5500
30.01.14;Le passé - Das Vergangene;Camino;no;12;DramaArthouse;49;16742;85756;10388
30.01.14;Le weekend;Prokino;no;0;DramaArthouse;67;20583;100820;11375
30.01.14;Mandela: Der lange Weg zur Freiheit;Senator;no;12;DramaArthouse;207;48164;214885;80060
06.02.14;Dallas Buyers Club;Ascot Elite;no;12;DramaArthouse;97;31172;185280;40939
06.02.14;Free Birds;Senator;yes;6;Animation;425;118795;444690;76360
06.02.14;Robocop;Studiocanal;no;12;ActionAdventure;472;179928;477152;181840
06.02.14;Und Äktschn!;Majestic (Fox);no;6;Comedy;69;18422;70944;6580
06.02.14;Vaterfreuden;Warner Bros.;no;6;Comedy;644;482788;2328116;544060
13.02.14;American Hustle;Tobis;no;6;DramaArthouse;300;174246;631462;189700
13.02.14;Das finstere Tal;Warner Bros.;no;12;DramaArthouse;109;18744;103133;16341
13.02.14;Lovely Louise;Camino;no;0;DramaArthouse;25;1404;3731;2980
13.02.14;Madame empfiehlt sich;Wild Bunch;no;6;DramaArthouse;55;12896;51360;7616
13.02.14;Und morgen Mittag bin ich tot;Universum Film;no;12;DramaArthouse;20;1105;6750;3168
13.02.14;Winter's Tale;Warner Bros.;no;12;DramaArthouse;352;76895;158302;111300
20.02.14;Monuments Men;20th Century Fox;no;12;DramaArthouse;494;182233;593006;231000
20.02.14;Nymph()maniac 1;Concorde;no;16;DramaArthouse;105;30141;143163;42620
20.02.14;Stromberg - Der Film;Warner Bros.;no;12;Comedy;390;261941;1320221;264540
20.02.14;Tarzan;Constantin Film;yes;6;Animation;473;76397;266867;95240
27.02.14;Die Abenteuer von Mr. Peabody & Sherman;20th Century Fox;yes;0;Animation;661;214801;865604;164855
27.02.14;Jack Ryan: Shadow Recruit;Paramount Pictures;no;12;ActionAdventure;403;83811;220951;125150
27.02.14;Philomena;Universum Film;no;6;DramaArthouse;125;63365;357620;31290
27.02.14;Pompeii;Constantin Film;no;12;ActionAdventure;444;94650;248240;141490
06.03.14;300: Rise of an Empire;Warner Bros.;no;18;ActionAdventure;580;327045;992204;378900
06.03.14;Alles inklusive;Constantin Film;no;12;DramaArthouse;120;19975;89712;44640
06.03.14;Bibi & Tina - Der Film;DCM;yes;0;Family;480;127396;1160389;139490
06.03.14;Grand Budapest Hotel;20th Century Fox;no;12;DramaArthouse;128;95616;1006188;69528
06.03.14;Im August in Osage County;Tobis;no;12;DramaArthouse;114;32325;160314;32890
06.03.14;Saving Mr. Banks;Walt Disney;no;0;DramaArthouse;119;14217;52979;28766
13.03.14;Die Bücherdiebin;20th Century Fox;no;6;DramaArthouse;195;42615;199929;88840
13.03.14;Man of Tai Chi;Universal Pictures;no;16;ActionAdventure;50;3401;16277;6727
13.03.14;Non-Stop;Studiocanal;no;12;ActionAdventure;500;320704;1171155;238440
13.03.14;Pettersson & Findus - Kleiner Quälgeist, große Freundschaft;Senator;yes;0;Family;476;157568;616325;109334
13.03.14;Vampire Academy;Universum Film;yes;12;TeenagerMovie;229;33317;77588;31286
13.03.14;Veronica Mars;Warner Bros.;no;12;DramaArthouse;51;3528;7282;8674
20.03.14;Der Hundertjährige, der aus dem Fenster stieg und verschwand;Concorde;no;12;DramaArthouse;200;138228;1180159;168055
20.03.14;Die Dinos sind los;Koch Media;yes;6;Family;111;6445;11485;4747
20.03.14;Kreuzweg;Camino;no;12;DramaArthouse;48;3704;13232;6025
20.03.14;Lone Survivor;Universum Film;no;16;ActionAdventure;250;40803;101545;37175
20.03.14;Need for Speed;Constantin Film;no;12;ActionAdventure;455;191740;499136;209825
27.03.14;Banklady;Studiocanal;no;12;DramaArthouse;87;4825;17174;
27.03.14;Endless Love;Universal Pictures;yes;6;TeenagerMovie;183;27636;94328;
27.03.14;Her - A Spike Jonze Love Story;Warner Bros.;no;12;DramaArthouse;62;20871;138830;
